state,year,mort_count,mort_rate,inc_count,inc_rate
Missouri,2016,150.7725467855924,4.852522076700211,578.854989604879,18.63009331705
Texas,2016,637.4024615514162,4.525013565749772,2709.759004764402,19.23697662953
Indiana,2006,145.3405040424707,4.575659743399351,569.9057589267056,17.94196914227
Utah,2016,37.34608237424179,2.432594385490149,243.0535672053176,15.83166708176
Washington,2006,103.41805619472883,3.230600155281552,514.2156834519367,16.06320335087
New Hampshire,2016,29.09567420255305,4.216234821185395,120.79003484240728,17.503603711300002
Hawaii,2016,26.17654631516763,3.682732329237461,133.19921395685708,18.73956348411
Georgia,2007,207.9128502942852,4.348236380813016,754.9834709021726,15.78953196227
New Jersey,2015,218.09218518024488,4.725697455688591,568.9748299230657,12.328744855739998
Arkansas,2015,94.6697371078752,6.264624288739291,348.1183251645973,23.03619490034
Nevada,2007,52.37886255032888,4.195534696061099,214.21893179244904,17.15888656468
New Jersey,2016,229.2522232503068,4.93802208469375,616.422149650858,13.27754272265
Alabama,2007,137.95403066495098,5.7226090379489625,497.1626184922372,20.62329951651
Kansas,2015,66.86361793886336,4.57728060209493,256.45306110511706,17.55599918355
Washington,2007,107.65019464057904,3.3181010619000197,524.0438336450122,16.15259876403
Kansas,2016,62.16375569775899,4.242235289700532,241.6565989610482,16.49134838451
New Mexico,2015,43.30053091447003,4.069398498975279,246.54793449581723,23.17065803522
Indiana,2007,146.2115785389089,4.56786938478189,566.874827503297,17.71002129538
Wisconsin,2015,104.36661701111792,3.575027002547596,404.3921385711376,13.852253301030002
Colorado,2007,69.45071855886808,2.8862952106464546,308.28945230705034,12.81216937924
Wisconsin,2016,109.19602163476516,3.72706305373878,423.40132823358704,14.45147381505
North Carolina,2007,193.10616791925275,4.121454569153597,758.7176827723304,16.19327074869
New Mexico,2016,45.22766047672151,4.241758684152776,259.37804798354915,24.32624362869
Arizona,2016,131.67080667656546,3.77036907980052,538.5882131526903,15.4223733937
Kentucky,2016,132.58054154399844,5.869843753907162,441.308960522668,19.53842257166
California,2000,666.6380408460478,3.9043592792879513,3050.6909029389744,17.86725720004
Florida,2007,438.6280033097496,4.772497193569588,1798.3189235229506,19.56663038131
Maine,2007,29.31923910423544,4.376577372465485,110.0220144139841,16.42334090067
Pennsylvania,2007,303.692391644009,4.721009399794816,1146.7598145037875,17.8268011071
Kentucky,2015,131.26138888225026,5.831256937663672,428.26559107468006,19.02560014321
Minnesota,2007,72.36255629002768,2.793346211868342,313.19743291760966,12.09007679746
Tennessee,2007,154.94655733482847,4.913458739200957,595.1342702049633,18.87210488076
Mississippi,2007,90.39160380131555,5.965303229444168,313.91213535584615,20.71631651669
Arkansas,2016,95.82932858498938,6.319862432496684,346.8064332333147,22.87158828203
Ohio,2015,292.52976121199805,4.924314912008324,1085.3029191072292,18.26950299505
Ohio,2016,288.0913573619088,4.834333727819241,1079.3931255477971,18.11281893422
Massachusetts,2016,113.14078324057648,3.215967336418926,471.4218341364266,13.39991802101
